filename,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,spec_contrast_1,spec_contrast_2,spec_contrast_3,spec_contrast_4,spec_contrast_5,spec_contrast_6,spec_contrast_7,zcr,rms
00004_part15.wav,-490.99222,119.41374,0.7220317,21.706072,21.591137,4.365488,4.234506,-7.277278,-0.67787486,3.693967,-4.536056,-1.3238426,-5.6093254,0.24699426,0.338302,0.68134904,0.5045575,0.42687607,0.4498572,0.42633367,0.45759708,0.43481505,0.4229874,0.4939918,0.39172396,15.745038843078973,10.290101299888002,15.178107027976713,14.910880419734331,18.639771736396618,17.877276372760818,26.342098499414124,[0.05339172],[0.01652436]
00004_part2.wav,-414.81638,149.24939,-9.280869,45.389874,24.310757,-4.379889,11.387854,-5.040904,0.97424495,4.301736,-4.8331923,-2.6658108,-10.095275,0.31401044,0.36581278,0.43919748,0.40607932,0.40333495,0.4402307,0.44063434,0.48548922,0.5051321,0.45591354,0.3593147,0.3079851,20.146967226859115,11.527688443737908,18.316578682360298,19.57326981522164,19.737735985282672,22.954780573718985,30.630725633976983,[0.06223207],[0.04245332]
00004_part3.wav,-386.44962,142.7794,2.691073,44.58364,15.747142,-6.1733007,11.217126,-2.4358609,3.905609,-2.8192565,-12.315464,0.3929973,-6.2743587,0.28587225,0.30190054,0.39382452,0.39179254,0.37046432,0.41028154,0.4684404,0.5371936,0.56019664,0.55047065,0.4384929,0.35184526,21.034886291050814,12.091220053485374,19.608187782400485,20.231642503583174,20.01009122429306,23.1637245035804,31.91615603814394,[0.06272998],[0.05504487]
00004_part4.wav,-391.23672,154.39708,4.359263,34.61175,19.7683,-6.747591,2.2443216,-3.5897624,1.7713279,-1.4910805,-5.547047,0.2972759,-7.520567,0.292266,0.28409916,0.37593412,0.3910272,0.38931826,0.42318913,0.45515835,0.51391596,0.54198736,0.5633075,0.44485378,0.35932732,19.880011479678082,11.230051001546713,17.89131445508625,19.526261106795634,18.85335592997679,21.992543758333355,30.430298223162197,[0.05344131],[0.04952125]
00004_part5.wav,-391.06403,137.67123,-2.8192153,31.653528,18.050285,-6.467056,2.2505887,-5.8632336,-0.40758303,-2.2236838,-6.4557905,-0.048423484,-4.367519,0.2737721,0.29628754,0.40097153,0.4214344,0.44569007,0.5083093,0.49766424,0.48595384,0.44913977,0.46257296,0.38933027,0.3047527,18.774594717993917,11.179359555551256,16.42765489419562,18.427625576997205,20.52958715399891,22.43822718290067,31.316440203564294,[0.0615257],[0.04126076]
00004_part6.wav,-407.21976,147.43472,-10.8578205,40.107876,12.956571,-9.405532,9.019843,-7.134256,3.5035834,2.6106768,-6.3287764,3.0158007,-6.400911,0.28951472,0.30749613,0.42165437,0.42297295,0.41211745,0.4497185,0.4362267,0.5266135,0.5844974,0.59001434,0.5025283,0.3762275,19.71761013720414,11.190808413654127,16.831779792565584,19.297514327852923,18.96791683898219,21.222824818549185,31.666190446740657,[0.07116388],[0.0417384]
00004_part7.wav,-386.37732,148.26566,5.264501,35.964287,25.990442,2.0637581,5.739272,-2.5164738,1.8842757,-3.2563207,-6.7036858,-3.4832008,-13.237926,0.25716594,0.2933242,0.43731067,0.46299893,0.41987404,0.4518244,0.5050623,0.5389154,0.51017284,0.49334806,0.40482652,0.3019223,20.249699874761788,11.309289903323382,19.436611927393347,19.85895648018696,19.726701594308583,22.8892665699086,31.00421682114127,[0.05183428],[0.0530841]
00004_part8.wav,-396.34778,155.45604,-10.037225,34.00085,20.503866,-2.639047,9.6100025,-4.1525187,0.6885986,-1.4525907,-6.2451935,1.4161876,-6.468349,0.29384318,0.40661088,0.42514336,0.39515257,0.42604852,0.46513462,0.52117306,0.5827589,0.53781784,0.44756582,0.3589985,0.2960205,19.29208341474809,11.010920288611636,16.700115711070122,18.02322741109579,19.520370449441508,22.597107879919385,31.133790859003398,[0.0573334],[0.04827244]
00004_part9.wav,-391.39944,153.32083,-11.433884,46.296387,21.709997,-3.6718538,10.368059,-8.181527,3.01419,-0.15789936,-11.094108,-2.1924722,-10.836605,0.28031442,0.3066763,0.34598058,0.3382654,0.3266515,0.43153623,0.56031024,0.5836469,0.5330642,0.52708834,0.42772,0.3098836,20.78135713716838,11.828726273851682,19.22455265503806,19.716546198263273,19.319383901281263,22.826440141626883,32.30725404534796,[0.06528864],[0.04611592]
00005_part1.wav,-283.0903,112.96605,14.484749,33.42209,13.113908,14.615055,10.20463,4.8157706,5.6985717,3.6749935,-0.0790988,3.6677704,2.3947995,0.68755996,0.61709785,0.57943237,0.54632676,0.4992917,0.48965245,0.4923571,0.5225148,0.5686724,0.6140255,0.66178024,0.6934185,15.767281189580034,11.098226636379662,13.799553499757996,14.369156073694372,15.361683052494557,15.88493720306001,17.378652247611647,[0.05294396],[0.06109323]
00005_part10.wav,-295.7878,127.949844,19.729273,28.957739,18.25168,8.80569,8.662155,-1.069786,4.44191,1.6498121,-3.6129103,-0.5892662,1.7115221,0.6081763,0.5215983,0.4730758,0.46059427,0.4711779,0.47731432,0.46208563,0.494238,0.5671318,0.6504048,0.65078425,0.6295061,15.781994056667793,11.049834786935499,15.136956095609664,15.43585525764084,15.229683896093492,15.928185535529517,16.715675232002187,[0.04695657],[0.06655406]
00005_part11.wav,-291.14743,112.74177,12.460882,35.155064,18.149977,14.88448,11.4768,0.63496715,2.512613,1.9319441,1.0130798,-1.2962856,-2.3147638,0.62357926,0.54541945,0.4762684,0.45183998,0.45512605,0.45553386,0.44852588,0.47510466,0.5558091,0.66754556,0.6871037,0.66445124,15.587855546870022,10.637831558571678,14.54421642597505,14.6295034793612,15.215855137825514,16.071438636581888,17.549038718981446,[0.06096945],[0.0637679]
00005_part12.wav,-385.5013,74.05394,31.508133,15.220312,18.393429,13.589345,13.998914,8.579525,8.314004,5.7153687,2.1249926,3.8674011,4.503833,0.80931,0.8151879,0.80539393,0.7932609,0.7769147,0.74452573,0.67676353,0.6785923,0.6904814,0.7079503,0.7251706,0.73743397,15.380383352585568,8.729291287471638,11.745598909111385,13.108644349588522,13.528795752097231,13.934194169203968,15.022580406834098,[0.07273535],[0.02245383]
00005_part2.wav,-271.7593,117.52548,11.760136,37.28325,11.319053,13.44356,9.842593,5.21855,4.7302885,3.2948716,-1.2894349,3.6872697,2.5755765,0.6467941,0.55962867,0.5153968,0.4837256,0.46384227,0.48331597,0.48683852,0.46677807,0.52213246,0.60740787,0.6632204,0.6956483,15.781312432596929,11.251991684714513,14.485997283446313,15.581799863878707,15.21572818556295,15.89929009078595,17.814880029344728,[0.05157768],[0.06893434]
00005_part3.wav,-294.09763,116.89813,18.494623,29.320503,16.54058,17.467035,10.218085,4.507177,5.7674093,1.8180319,-1.9508157,3.4636207,1.8254515,0.65095073,0.5587203,0.5080301,0.5042127,0.51041174,0.5141201,0.49242535,0.4981149,0.5427012,0.60125935,0.6605062,0.68396187,15.939544550869943,10.893457404808494,14.400353127044987,15.311552749376636,15.278681879828573,15.669955797461693,16.845958452057673,[0.04297668],[0.0600742]
00005_part4.wav,-291.374,119.76312,20.47522,31.903982,16.032341,12.554411,9.315582,2.1072648,7.621972,4.761674,-0.09600951,0.747516,0.39244813,0.66716176,0.57147956,0.5182572,0.49238136,0.46762967,0.4663387,0.4588024,0.4908537,0.5538723,0.624418,0.6566402,0.69056004,15.776291848696625,11.268770258731474,14.509513745775928,15.31415406110601,15.257949492052951,15.898183850086266,16.964653002246273,[0.04634933],[0.06266779]
00005_part5.wav,-293.45566,115.68493,22.411833,26.305983,7.6871386,9.760755,9.044411,6.1782746,6.926235,4.190783,1.2022902,2.747521,3.4539123,0.7077257,0.65618443,0.59639364,0.5792754,0.56251764,0.5261394,0.4895941,0.5215966,0.55870104,0.6223477,0.6650888,0.6854881,16.11563366732342,11.141465845019644,13.562697784281795,15.327900598518987,15.168127801282038,16.066936789430574,16.962266156159323,[0.0512667],[0.06461027]
00005_part6.wav,-307.24387,115.891075,26.788786,26.886904,13.074683,12.482066,7.8130727,4.074418,7.9780183,5.1431546,1.054243,3.0676746,2.3663735,0.6969436,0.6540138,0.6002839,0.57084644,0.55558926,0.54139066,0.5132658,0.5433998,0.59055376,0.6463093,0.6652292,0.67491883,15.928834796933714,10.623075733053618,13.515110320266073,15.121229972990543,14.817621739216086,15.314522685170118,16.637050580158714,[0.04147785],[0.06042471]
00005_part7.wav,-307.6374,110.218735,22.910799,25.804157,13.407033,15.116313,11.187734,4.955414,5.733373,4.109448,1.0546184,3.6103957,2.946122,0.67668307,0.6436006,0.5920987,0.5661155,0.5648934,0.56195754,0.53979236,0.55897874,0.6168873,0.6724589,0.6696741,0.65869695,16.283771109351623,10.467337947654823,13.49777320335263,14.310011337190483,15.277304135152093,15.432991276727149,16.51091655413071,[0.05066796],[0.05294795]
00005_part8.wav,-295.58374,131.82507,29.366444,25.26408,9.914053,6.4478364,6.920268,4.001185,7.547702,5.086253,-1.8886244,0.6933398,3.4726756,0.66599995,0.59752166,0.5286121,0.49009076,0.4762351,0.45125425,0.4198061,0.43363273,0.51482916,0.63527197,0.66663736,0.6721616,15.957002325224854,11.034371701743034,14.0521148084248,16.35609270839249,15.170911283019564,15.704745183007503,16.00301933181553,[0.04026168],[0.05984254]
00005_part9.wav,-316.71783,105.977905,22.659622,26.134935,16.05668,14.1117325,11.170203,2.1435182,4.323887,4.4004126,2.6754901,2.4731247,0.5162997,0.66645694,0.601168,0.5591125,0.54166067,0.53230816,0.5103505,0.5186928,0.56871635,0.65990895,0.6800483,0.6889508,0.69296354,15.696998987207863,10.592496962741293,13.81131335807415,14.452533473777384,15.069015680219847,15.418072514189463,16.643750930322163,[0.05663949],[0.05284689]
00006_part1.wav,-306.96988,128.11182,-9.211848,38.772667,18.60434,32.753536,14.197762,-12.025173,-2.6297777,7.7654853,-4.773179,-5.7783327,-8.779398,0.5454884,0.50060064,0.45166668,0.40715662,0.34931424,0.3835296,0.45475173,0.5561426,0.5767955,0.54248595,0.49915457,0.5119758,23.55056958084501,12.741719782063342,18.038279897939486,15.822952329299838,19.666820665373024,19.819908868720464,30.553802723355712,[0.05813209],[0.06699889]
00006_part10.wav,-293.67508,162.16267,4.815407,34.338108,5.04089,20.345404,10.084169,-9.665387,3.950133,1.5871735,-13.787532,-2.3835018,-1.6073622,0.5642448,0.5408248,0.43825594,0.3269816,0.3211301,0.33176583,0.4002759,0.47798413,0.5475799,0.5652369,0.52856797,0.56264895,24.670192548171364,12.562677566786626,18.106903782963816,17.388953668368934,18.10459990728562,21.694657524027406,30.24063697249809,[0.04057832],[0.08722474]
00006_part11.wav,-349.84207,135.1277,-1.0618819,39.65941,16.678776,32.99401,10.139411,-15.082303,3.2665865,-6.9598475,-6.010911,7.494767,-2.8112261,0.5560689,0.612979,0.57005477,0.50140834,0.35209993,0.3041707,0.32307565,0.41032466,0.5253175,0.59324956,0.5448675,0.5143534,22.88901199263473,11.987461726277953,16.961976152757174,16.18343851518248,18.780852216414644,20.197298711954424,29.75121471836931,[0.05432271],[0.0574731]
00006_part12.wav,-457.55258,109.41332,9.925985,37.144535,18.205616,18.884853,11.7846365,-1.91407,5.861337,5.6156125,-0.5636698,2.5100858,-1.4481932,0.7142311,0.6885124,0.60615855,0.5046912,0.45086315,0.43453828,0.46604887,0.5027134,0.5385226,0.57032895,0.6280615,0.67774385,18.80093185029212,10.94561683054733,14.291991937380056,15.050693841803259,16.228808878435697,16.767942362556226,24.1936723024794,[0.04300934],[0.02400232]
00006_part2.wav,-268.92474,145.69582,-11.232842,35.47353,4.5610332,26.690042,9.795669,-18.787445,8.499303,2.2751153,-13.62503,-1.8448339,-5.2460823,0.4949837,0.48696128,0.4628435,0.3945565,0.3375078,0.3495096,0.38520116,0.5151071,0.5703998,0.55670875,0.553077,0.5090664,23.77124512936573,12.199902322849548,17.713088721969214,16.127122960456138,18.967674893163256,20.808435084747117,32.79798393563923,[0.06202701],[0.09202034]
00006_part3.wav,-324.96146,139.04823,0.07243641,44.182587,11.437769,26.760069,20.544985,-10.903436,-3.5407393,4.0711374,-4.2523365,-4.366931,-6.4400377,0.5528853,0.56562495,0.52147907,0.44796973,0.38301542,0.40787193,0.43629998,0.50824445,0.5476388,0.49920434,0.43999568,0.4670755,23.311686576406206,11.940111937417567,17.637086548718283,15.976705193919559,19.86473939393637,19.737483357096185,29.821313428834756,[0.05123271],[0.07048264]
